事件 接入网络 终端MAC 接入点 时间
08:24:59 Shanghai - 38-E6-0A-AA-AE-BE 2019-02-27
09:30:23 Shanghai - 38-F7-3D-69-6A-78 2019-02-01
09:08:16 Shanghai - 38-F7-3D-69-6A-78 2019-02-02
09:01:07 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-01
08:59:02 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-02
08:37:38 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-03
08:37:37 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-12
08:43:13 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-13
08:39:55 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-14
08:54:22 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-15
13:48:26 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-16
08:35:45 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-18
09:28:48 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-19
10:11:14 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-20
08:28:55 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-21
08:32:47 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-22
08:36:11 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-25
08:34:26 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-26
08:32:58 Shanghai - 3C-2E-F9-E2-D7-97 2019-02-27
16:21:37 Shanghai - 3C-A5-81-0A-49-D4 2019-02-15
09:57:15 Shanghai - 3C-D0-F8-85-1D-23 2019-02-02
09:23:43 Shanghai - 3C-D0-F8-85-1D-23 2019-02-03
11:22:23 Shanghai - 3C-D0-F8-85-1D-23 2019-02-12
11:35:03 Shanghai - 3C-D0-F8-85-1D-23 2019-02-14
09:01:21 Shanghai - 3C-D0-F8-85-1D-23 2019-02-15
10:46:37 Shanghai - 3C-D0-F8-85-1D-23 2019-02-18
10:36:53 Shanghai - 3C-D0-F8-85-1D-23 2019-02-19
09:40:24 Shanghai - 3C-D0-F8-85-1D-23 2019-02-20
09:50:51 Shanghai - 3C-D0-F8-85-1D-23 2019-02-21
11:29:46 Shanghai - 3C-D0-F8-85-1D-23 2019-02-22
09:01:08 Shanghai - 3C-D0-F8-85-1D-23 2019-02-26
12:05:13 Shanghai - 3C-D0-F8-85-1D-23 2019-02-27
08:31:23 Shanghai - 3C-F5-91-0C-E1-F9 2019-02-12
08:33:08 Shanghai - 3C-F5-91-0C-E1-F9 2019-02-13
08:31:30 Shanghai - 3C-F5-91-0C-E1-F9 2019-02-18
11:07:17 Shanghai - 3C-F5-91-0C-E1-F9 2019-02-25
08:20:33 Shanghai - 40-26-19-88-45-91 2019-02-11
08:24:06 Shanghai - 40-26-19-88-45-91 2019-02-12
08:24:42 Shanghai - 40-26-19-88-45-91 2019-02-13
08:29:06 Shanghai - 40-26-19-88-45-91 2019-02-14
08:25:54 Shanghai - 40-26-19-88-45-91 2019-02-18
08:09:31 Shanghai - 40-26-19-88-45-91 2019-02-20
08:21:13 Shanghai - 40-26-19-88-45-91 2019-02-25
08:24:21 Shanghai - 40-26-19-88-45-91 2019-02-26
10:13:51 Shanghai - 40-33-1A-D1-4A-6B 2019-02-01
10:05:59 Shanghai - 40-33-1A-D1-4A-6B 2019-02-02
10:00:31 Shanghai - 40-33-1A-D1-4A-6B 2019-02-03
14:35:03 Shanghai - 40-4D-7F-03-1B-63 2019-02-01
12:24:48 Shanghai - 40-4D-7F-03-1B-63 2019-02-02
08:51:22 Shanghai - 40-4D-7F-03-1B-63 2019-02-12
10:11:45 Shanghai - 40-4D-7F-03-1B-63 2019-02-13
12:01:33 Shanghai - 40-4D-7F-03-1B-63 2019-02-14
10:46:46 Shanghai - 40-4D-7F-03-1B-63 2019-02-15
09:24:17 Shanghai - 40-4D-7F-03-1B-63 2019-02-18
11:49:47 Shanghai - 40-4D-7F-03-1B-63 2019-02-19
15:53:54 Shanghai - 40-4D-7F-03-1B-63 2019-02-20
13:27:39 Shanghai - 40-4D-7F-03-1B-63 2019-02-21
09:22:53 Shanghai - 40-4D-7F-03-1B-63 2019-02-22
08:42:38 Shanghai - 40-4D-7F-03-1B-63 2019-02-25
15:54:12 Shanghai - 40-4D-7F-03-1B-63 2019-02-26
10:10:13 Shanghai - 40-4D-7F-03-1B-63 2019-02-27
09:34:45 Shanghai - 40-9C-28-A9-93-EC 2019-02-01
09:34:18 Shanghai - 40-9C-28-A9-93-EC 2019-02-02
08:40:47 Shanghai - 40-F0-2F-BC-90-A1 2019-02-01
08:18:34 Shanghai - 40-F0-2F-BC-90-A1 2019-02-12
08:29:31 Shanghai - 40-F0-2F-BC-90-A1 2019-02-13
08:20:16 Shanghai - 40-F0-2F-BC-90-A1 2019-02-14
08:06:33 Shanghai - 40-F0-2F-BC-90-A1 2019-02-15
08:26:50 Shanghai - 40-F0-2F-BC-90-A1 2019-02-18
08:39:54 Shanghai - 40-F0-2F-BC-90-A1 2019-02-19
11:12:51 Shanghai - 44-00-10-88-02-DB 2019-02-12
08:43:05 Shanghai - 44-00-10-88-02-DB 2019-02-13
08:23:58 Shanghai - 44-00-10-88-02-DB 2019-02-14
13:31:10 Shanghai - 44-00-10-88-02-DB 2019-02-15
07:55:48 Shanghai - 44-00-10-88-02-DB 2019-02-18
08:31:44 Shanghai - 44-00-10-88-02-DB 2019-02-19
08:34:31 Shanghai - 44-00-10-88-02-DB 2019-02-20
08:36:08 Shanghai - 44-00-10-88-02-DB 2019-02-21
08:48:00 Shanghai - 44-00-10-88-02-DB 2019-02-22
07:55:06 Shanghai - 44-00-10-88-02-DB 2019-02-25
08:34:26 Shanghai - 44-00-10-88-02-DB 2019-02-26
08:33:53 Shanghai - 44-00-10-88-02-DB 2019-02-27
12:58:11 Shanghai - 44-2C-05-09-00-B6 2019-02-21
08:10:41 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-02
08:07:52 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-03
08:23:14 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-15
08:26:48 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-18
08:09:50 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-19
08:03:47 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-20
08:29:40 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-21
08:33:11 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-22
08:32:18 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-25
08:33:11 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-26
08:15:02 Shanghai - 44-9E-F9-E7-9C-F3 2019-02-27
08:53:56 Shanghai - 44-C3-46-A2-2F-78 2019-02-01
08:45:00 Shanghai - 44-C3-46-A2-2F-78 2019-02-03
08:30:05 Shanghai - 44-C3-46-A2-2F-78 2019-02-12
10:32:52 Shanghai - 44-C3-46-A2-2F-78 2019-02-13
08:07:09 Shanghai - 44-C3-46-A2-2F-78 2019-02-18
09:32:09 Shanghai - 44-C3-46-A2-2F-78 2019-02-19
09:30:46 Shanghai - 44-C3-46-A2-2F-78 2019-02-20
09:34:43 Shanghai - 44-C3-46-A2-2F-78 2019-02-21
10:02:47 Shanghai - 44-C3-46-A2-2F-78 2019-02-22
12:51:23 Shanghai - 44-C3-46-A2-2F-78 2019-02-25
08:25:58 Shanghai - 48-51-B7-57-F6-9D 2019-02-01
08:30:57 Shanghai - 48-51-B7-57-F6-9D 2019-02-02
08:26:27 Shanghai - 48-51-B7-57-F6-9D 2019-02-03
08:29:40 Shanghai - 48-51-B7-57-F6-9D 2019-02-12
08:23:04 Shanghai - 48-51-B7-57-F6-9D 2019-02-13
08:30:13 Shanghai - 48-51-B7-57-F6-9D 2019-02-14
08:30:19 Shanghai - 48-51-B7-57-F6-9D 2019-02-18
08:37:07 Shanghai - 48-51-B7-57-F6-9D 2019-02-25
08:20:48 Shanghai - 48-51-B7-57-F6-9D 2019-02-26
08:22:35 Shanghai - 48-51-B7-57-F6-9D 2019-02-27
15:50:13 Shanghai - 48-5A-B6-2F-A5-BD 2019-02-21
10:59:12 Shanghai - 48-5A-B6-39-38-17 2019-02-03
11:18:28 Shanghai - 48-5A-B6-39-38-17 2019-02-14
11:58:41 Shanghai - 48-5A-B6-AA-EF-01 2019-02-02
21:22:48 Shanghai - 48-5A-B6-AA-EF-01 2019-02-04
14:35:44 Shanghai - 48-5A-B6-AA-EF-01 2019-02-15
13:16:35 Shanghai - 48-5A-B6-AA-EF-01 2019-02-20
13:46:04 Shanghai - 48-5A-B6-AA-EF-01 2019-02-22
11:05:01 Shanghai - 48-A1-95-12-25-CD 2019-02-01
10:45:39 Shanghai - 48-A1-95-12-25-CD 2019-02-02
09:40:04 Shanghai - 48-A1-95-12-25-CD 2019-02-03
08:45:09 Shanghai - 48-A1-95-12-25-CD 2019-02-12
08:45:59 Shanghai - 48-A1-95-12-25-CD 2019-02-13
09:19:54 Shanghai - 48-A1-95-12-25-CD 2019-02-14
08:53:39 Shanghai - 48-A1-95-12-25-CD 2019-02-15
08:47:40 Shanghai - 48-A1-95-12-25-CD 2019-02-18
08:53:31 Shanghai - 48-A1-95-12-25-CD 2019-02-19
09:50:48 Shanghai - 48-A1-95-12-25-CD 2019-02-20
08:45:46 Shanghai - 48-A1-95-12-25-CD 2019-02-21
17:28:48 Shanghai - 48-A1-95-12-25-CD 2019-02-22
16:42:02 Shanghai - 48-A4-72-78-70-EE 2019-02-14
10:37:18 Shanghai - 48-A4-72-78-70-EE 2019-02-15
11:14:57 Shanghai - 48-A4-72-78-70-EE 2019-02-19
08:34:38 Shanghai - 48-A4-72-78-70-EE 2019-02-20
08:48:41 Shanghai - 48-A4-72-78-70-EE 2019-02-21
08:36:46 Shanghai - 48-A4-72-78-70-EE 2019-02-22
08:25:43 Shanghai - 48-A4-72-78-70-EE 2019-02-25
08:24:54 Shanghai - 48-A4-72-78-70-EE 2019-02-26
08:17:47 Shanghai - 48-A4-72-78-70-EE 2019-02-27
13:48:24 Shanghai - 48-A4-72-78-71-5C 2019-02-02
08:42:59 Shanghai - 48-A4-72-78-71-5C 2019-02-12
08:06:02 Shanghai - 48-A4-72-B4-04-2E 2019-02-12
08:37:35 Shanghai - 48-A4-72-B4-04-2E 2019-02-13
14:06:38 Shanghai - 48-A4-72-B4-04-2E 2019-02-14
08:14:26 Shanghai - 48-A4-72-B4-04-2E 2019-02-15
07:58:28 Shanghai - 48-A4-72-B4-04-2E 2019-02-18
08:23:24 Shanghai - 48-A4-72-B4-04-2E 2019-02-19
08:23:51 Shanghai - 48-A4-72-B4-04-2E 2019-02-25
08:18:23 Shanghai - 48-A4-72-B4-04-2E 2019-02-26
08:08:18 Shanghai - 48-A4-72-B4-04-2E 2019-02-27
08:26:05 Shanghai - 48-A4-72-B4-AA-CD 2019-02-01
08:30:16 Shanghai - 48-A4-72-B4-AA-CD 2019-02-02
09:18:43 Shanghai - 48-A4-72-B4-AA-CD 2019-02-03
08:20:12 Shanghai - 48-A4-72-B4-AA-CD 2019-02-12
08:36:30 Shanghai - 48-A4-72-B4-AA-CD 2019-02-13
11:48:59 Shanghai - 48-A4-72-B4-AA-CD 2019-02-14
13:26:57 Shanghai - 48-A4-72-B4-AA-CD 2019-02-15
08:05:31 Shanghai - 48-A4-72-B4-AA-CD 2019-02-18
08:30:46 Shanghai - 48-A4-72-B4-AA-CD 2019-02-19
08:38:56 Shanghai - 48-A4-72-B4-AA-CD 2019-02-20
08:38:09 Shanghai - 48-A4-72-B4-AA-CD 2019-02-21
08:56:15 Shanghai - 48-A4-72-B4-AA-CD 2019-02-22
08:53:20 Shanghai - 48-A4-72-B4-AA-CD 2019-02-25
08:40:42 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-01
08:31:39 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-02
08:29:07 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-03
08:33:18 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-12
08:32:00 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-13
08:33:28 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-14
08:26:03 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-15
08:31:28 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-18
08:33:18 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-19
08:34:44 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-20
08:35:43 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-21
08:39:15 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-22
08:39:37 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-25
08:37:02 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-26
08:36:58 Shanghai - 48-BF-6B-6B-E1-8F 2019-02-27
09:36:01 Shanghai - 4C-34-88-08-29-BA 2019-02-01
09:40:52 Shanghai - 4C-34-88-08-29-BA 2019-02-02
08:45:44 Shanghai - 4C-74-BF-09-4B-BD 2019-02-01
08:45:08 Shanghai - 4C-74-BF-09-4B-BD 2019-02-02
15:52:58 Shanghai - 4C-74-BF-09-4B-BD 2019-02-08
08:25:41 Shanghai - 4C-74-BF-09-4B-BD 2019-02-12
08:40:12 Shanghai - 4C-74-BF-09-4B-BD 2019-02-13
08:29:10 Shanghai - 4C-74-BF-09-4B-BD 2019-02-14
08:33:24 Shanghai - 4C-74-BF-09-4B-BD 2019-02-15
07:52:44 Shanghai - 4C-74-BF-09-4B-BD 2019-02-18
08:36:36 Shanghai - 4C-74-BF-09-4B-BD 2019-02-19
08:25:20 Shanghai - 4C-74-BF-09-4B-BD 2019-02-20
08:37:05 Shanghai - 4C-74-BF-09-4B-BD 2019-02-21
08:41:34 Shanghai - 4C-74-BF-09-4B-BD 2019-02-22
07:53:52 Shanghai - 4C-74-BF-09-4B-BD 2019-02-25
08:44:03 Shanghai - 4C-74-BF-09-4B-BD 2019-02-26
08:45:14 Shanghai - 4C-74-BF-09-4B-BD 2019-02-27
08:22:00 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-01
08:19:00 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-02
08:22:34 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-03
08:18:46 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-12
08:19:59 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-13
08:26:59 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-14
08:29:21 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-15
08:21:07 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-18
08:24:18 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-19
08:24:52 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-20
08:20:44 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-21
08:36:28 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-22
08:17:25 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-25
08:15:04 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-26
08:19:54 Shanghai - 4C-C0-0A-04-EB-C7 2019-02-27
08:27:11 Shanghai - 50-01-D9-21-BB-88 2019-02-01
08:33:18 Shanghai - 50-01-D9-21-BB-88 2019-02-02
08:40:04 Shanghai - 50-01-D9-21-BB-88 2019-02-12
08:59:58 Shanghai - 50-01-D9-21-BB-88 2019-02-13
08:31:48 Shanghai - 50-01-D9-21-BB-88 2019-02-14
08:06:21 Shanghai - 50-01-D9-21-BB-88 2019-02-20
08:10:22 Shanghai - 50-01-D9-21-BB-88 2019-02-21
08:14:27 Shanghai - 50-01-D9-21-BB-88 2019-02-22
08:12:52 Shanghai - 50-01-D9-21-BB-88 2019-02-25
08:00:10 Shanghai - 50-01-D9-21-BB-88 2019-02-26
07:54:49 Shanghai - 50-01-D9-21-BB-88 2019-02-27
09:10:42 Shanghai - 50-04-B8-25-FC-42 2019-02-01
11:14:10 Shanghai - 50-04-B8-25-FC-42 2019-02-02
09:03:37 Shanghai - 50-04-B8-25-FC-42 2019-02-03
11:56:59 Shanghai - 50-04-B8-25-FC-42 2019-02-13
09:17:18 Shanghai - 50-04-B8-25-FC-42 2019-02-14
08:40:19 Shanghai - 50-04-B8-25-FC-42 2019-02-15
09:37:20 Shanghai - 50-04-B8-25-FC-42 2019-02-18
08:59:05 Shanghai - 50-04-B8-25-FC-42 2019-02-19
12:06:58 Shanghai - 50-04-B8-25-FC-42 2019-02-22
12:09:49 Shanghai - 50-04-B8-25-FC-42 2019-02-25
11:51:36 Shanghai - 50-04-B8-25-FC-42 2019-02-26
08:31:27 Shanghai - 50-1A-C5-EA-CF-4F 2019-02-02
10:00:38 Shanghai - 50-1A-C5-EA-CF-4F 2019-02-11
16:07:15 Shanghai - 50-1A-C5-EA-CF-4F 2019-02-12
13:37:13 Shanghai - 50-1A-C5-EA-CF-4F 2019-02-15
18:19:26 Shanghai - 50-1A-C5-EA-CF-4F 2019-02-19
17:27:58 Shanghai - 50-1A-C5-EA-CF-4F 2019-02-21
11:44:52 Shanghai - 50-1A-C5-EA-CF-4F 2019-02-22
09:14:58 Shanghai - 50-7A-55-A3-A8-34 2019-02-03
08:46:53 Shanghai - 54-33-CB-44-1B-6F 2019-02-01
08:42:50 Shanghai - 54-33-CB-44-1B-6F 2019-02-02
08:46:48 Shanghai - 54-33-CB-44-1B-6F 2019-02-03
09:05:18 Shanghai - 54-33-CB-95-C8-0C 2019-02-13
08:36:39 Shanghai - 54-33-CB-95-C8-0C 2019-02-14
08:32:55 Shanghai - 54-33-CB-95-C8-0C 2019-02-15
09:28:10 Shanghai - 54-33-CB-95-C8-0C 2019-02-18
13:32:45 Shanghai - 54-33-CB-95-C8-0C 2019-02-25
08:58:42 Shanghai - 54-33-CB-95-C8-0C 2019-02-26
09:00:33 Shanghai - 54-33-CB-95-C8-0C 2019-02-27
15:35:52 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-01
08:46:04 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-02
08:47:54 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-03
08:23:00 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-12
08:38:35 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-13
08:43:02 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-14
11:03:08 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-15
10:29:01 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-19
08:46:51 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-20
11:30:34 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-21
08:40:30 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-22
08:08:04 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-25
11:27:03 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-26
08:21:19 Shanghai - 54-8C-A0-A3-A0-F1 2019-02-27
08:53:40 Shanghai - 54-9F-13-87-1B-0F 2019-02-11
08:54:33 Shanghai - 54-9F-13-87-1B-0F 2019-02-12
09:03:34 Shanghai - 54-9F-13-87-1B-0F 2019-02-13
14:01:44 Shanghai - 54-9F-13-87-1B-0F 2019-02-14
09:14:37 Shanghai - 54-9F-13-87-1B-0F 2019-02-15
09:07:38 Shanghai - 54-9F-13-87-1B-0F 2019-02-18
08:38:08 Shanghai - 54-9F-13-87-1B-0F 2019-02-20
08:38:02 Shanghai - 54-9F-13-87-1B-0F 2019-02-21
08:44:17 Shanghai - 54-9F-13-87-1B-0F 2019-02-22
08:37:52 Shanghai - 54-9F-13-87-1B-0F 2019-02-25
08:23:54 Shanghai - 54-9F-13-87-1B-0F 2019-02-26
08:30:03 Shanghai - 54-9F-13-87-1B-0F 2019-02-27
08:11:55 Shanghai - 5C-09-47-67-5C-EC 2019-02-12
08:05:45 Shanghai - 5C-09-47-67-5C-EC 2019-02-13
07:57:34 Shanghai - 5C-09-47-67-5C-EC 2019-02-14
08:18:40 Shanghai - 5C-09-47-67-5C-EC 2019-02-15
08:06:33 Shanghai - 5C-09-47-67-5C-EC 2019-02-18
08:26:37 Shanghai - 5C-09-47-67-5C-EC 2019-02-19
08:23:17 Shanghai - 5C-09-47-67-5C-EC 2019-02-20
08:17:04 Shanghai - 5C-09-47-67-5C-EC 2019-02-21
08:25:51 Shanghai - 5C-09-47-67-5C-EC 2019-02-22
08:00:43 Shanghai - 5C-09-47-67-5C-EC 2019-02-25
08:20:08 Shanghai - 5C-09-47-67-5C-EC 2019-02-26
08:30:38 Shanghai - 5C-09-47-67-5C-EC 2019-02-27
09:02:43 Shanghai - 5C-2E-59-AF-77-FC 2019-02-21
10:15:23 Shanghai - 5C-5F-67-F4-5C-31 2019-02-01
10:04:08 Shanghai - 5C-5F-67-F4-5C-31 2019-02-02
13:29:45 Shanghai - 5C-AD-CF-42-07-F6 2019-02-01
08:23:49 Shanghai - 5C-AD-CF-42-07-F6 2019-02-02
08:25:47 Shanghai - 5C-AD-CF-42-07-F6 2019-02-12
08:29:46 Shanghai - 5C-AD-CF-42-07-F6 2019-02-13
08:25:54 Shanghai - 5C-AD-CF-42-07-F6 2019-02-14
08:29:38 Shanghai - 5C-AD-CF-42-07-F6 2019-02-15
08:28:22 Shanghai - 5C-AD-CF-42-07-F6 2019-02-18
08:30:37 Shanghai - 5C-AD-CF-42-07-F6 2019-02-19
08:37:51 Shanghai - 5C-AD-CF-42-07-F6 2019-02-20
08:41:44 Shanghai - 5C-AD-CF-42-07-F6 2019-02-21
08:30:58 Shanghai - 5C-AD-CF-42-07-F6 2019-02-22
08:35:25 Shanghai - 5C-AD-CF-42-07-F6 2019-02-25
10:25:11 Shanghai - 5C-AD-CF-42-07-F6 2019-02-26
08:33:29 Shanghai - 5C-AD-CF-42-07-F6 2019-02-27
16:18:36 Shanghai - 5C-E0-C5-57-55-99 2019-02-01
17:35:05 Shanghai - 5C-E0-C5-57-55-99 2019-02-02
16:19:22 Shanghai - 5C-E0-C5-57-55-99 2019-02-12
09:57:44 Shanghai - 5C-E0-C5-57-55-99 2019-02-13
10:26:04 Shanghai - 5C-E0-C5-57-55-99 2019-02-18
11:09:06 Shanghai - 5C-E0-C5-57-55-99 2019-02-19
08:22:53 Shanghai - 5C-E0-C5-57-55-99 2019-02-21
11:08:21 Shanghai - 5C-E0-C5-57-55-99 2019-02-25
18:15:14 Shanghai - 5C-E0-C5-57-55-99 2019-02-26
08:53:37 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-01
11:07:15 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-12
09:03:29 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-13
18:10:01 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-14
08:55:38 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-15
10:04:56 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-18
14:07:52 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-19
09:07:35 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-20
20:36:47 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-21
12:50:25 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-22
09:02:42 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-25
08:57:51 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-26
13:18:28 Shanghai - 5C-F7-E6-D5-AF-56 2019-02-27
08:46:57 Shanghai - 60-9A-C1-16-F7-81 2019-02-01
10:33:44 Shanghai - 60-9A-C1-16-F7-81 2019-02-02
08:39:18 Shanghai - 60-9A-C1-16-F7-81 2019-02-03
08:56:10 Shanghai - 60-9A-C1-16-F7-81 2019-02-12
12:52:30 Shanghai - 60-9A-C1-16-F7-81 2019-02-13
08:38:36 Shanghai - 60-9A-C1-16-F7-81 2019-02-14
08:48:35 Shanghai - 60-9A-C1-16-F7-81 2019-02-15
08:38:32 Shanghai - 60-9A-C1-16-F7-81 2019-02-18
09:35:58 Shanghai - 60-9A-C1-16-F7-81 2019-02-19
08:38:53 Shanghai - 60-9A-C1-16-F7-81 2019-02-20
08:38:25 Shanghai - 60-9A-C1-16-F7-81 2019-02-21
09:01:44 Shanghai - 60-9A-C1-16-F7-81 2019-02-22
08:45:18 Shanghai - 64-5A-ED-42-2C-E6 2019-02-01
08:59:26 Shanghai - 64-5A-ED-42-2C-E6 2019-02-02
08:55:31 Shanghai - 64-5A-ED-42-2C-E6 2019-02-03
07:48:54 Shanghai - 64-5A-ED-42-2C-E6 2019-02-18
08:40:33 Shanghai - 64-5A-ED-42-2C-E6 2019-02-19
08:47:11 Shanghai - 64-5A-ED-42-2C-E6 2019-02-20
08:50:45 Shanghai - 64-5A-ED-42-2C-E6 2019-02-21
08:59:59 Shanghai - 64-5A-ED-42-2C-E6 2019-02-22
07:46:34 Shanghai - 64-5A-ED-42-2C-E6 2019-02-25
08:51:41 Shanghai - 64-5A-ED-42-2C-E6 2019-02-26
08:52:29 Shanghai - 64-5A-ED-42-2C-E6 2019-02-27
08:37:13 Shanghai - 64-5A-ED-42-E7-0D 2019-02-01
08:39:37 Shanghai - 64-5A-ED-42-E7-0D 2019-02-02
08:30:44 Shanghai - 64-5A-ED-42-E7-0D 2019-02-18
08:30:31 Shanghai - 64-5A-ED-42-E7-0D 2019-02-19
08:32:04 Shanghai - 64-5A-ED-42-E7-0D 2019-02-20
15:26:35 Shanghai - 64-5A-ED-42-E7-0D 2019-02-21
08:36:08 Shanghai - 64-5A-ED-42-E7-0D 2019-02-22
12:26:07 Shanghai - 64-5A-ED-42-E7-0D 2019-02-23
08:28:05 Shanghai - 64-5A-ED-42-E7-0D 2019-02-25
17:13:42 Shanghai - 64-5A-ED-42-E7-0D 2019-02-26
08:33:40 Shanghai - 64-5A-ED-42-E7-0D 2019-02-27
09:21:12 Shanghai - 64-5D-86-49-ED-AF 2019-02-12
08:41:22 Shanghai - 64-5D-86-49-ED-AF 2019-02-13
08:47:17 Shanghai - 64-5D-86-49-ED-AF 2019-02-14
08:48:57 Shanghai - 64-5D-86-49-ED-AF 2019-02-15
08:52:51 Shanghai - 64-5D-86-49-ED-AF 2019-02-18
08:48:59 Shanghai - 64-5D-86-49-ED-AF 2019-02-19
08:45:47 Shanghai - 64-5D-86-49-ED-AF 2019-02-20
08:44:43 Shanghai - 64-5D-86-49-ED-AF 2019-02-21
08:45:59 Shanghai - 64-5D-86-49-ED-AF 2019-02-22
18:20:34 Shanghai - 64-5D-86-49-ED-D2 2019-02-01
00:45:36 Shanghai - 64-5D-86-49-ED-D2 2019-02-02
09:06:05 Shanghai - 64-5D-86-49-ED-D2 2019-02-03
08:43:50 Shanghai - 64-5D-86-49-ED-D2 2019-02-12
08:37:05 Shanghai - 64-5D-86-49-ED-D2 2019-02-13
15:13:39 Shanghai - 64-5D-86-49-ED-D2 2019-02-14
12:54:28 Shanghai - 64-5D-86-49-ED-D2 2019-02-15
14:18:18 Shanghai - 64-5D-86-49-ED-D2 2019-02-19
13:09:07 Shanghai - 64-5D-86-49-ED-D2 2019-02-20
13:04:04 Shanghai - 64-5D-86-49-ED-D2 2019-02-21
15:42:01 Shanghai - 64-5D-86-4A-31-3E 2019-02-01
08:13:23 Shanghai - 64-5D-86-4A-31-3E 2019-02-12
08:07:51 Shanghai - 64-5D-86-4A-31-3E 2019-02-13
07:58:43 Shanghai - 64-5D-86-4A-31-3E 2019-02-14
15:55:16 Shanghai - 64-5D-86-4A-31-3E 2019-02-15
08:09:15 Shanghai - 64-5D-86-4A-31-3E 2019-02-18
08:30:02 Shanghai - 64-5D-86-4A-31-3E 2019-02-19
08:21:56 Shanghai - 64-5D-86-4A-31-3E 2019-02-20
15:29:24 Shanghai - 64-5D-86-4A-31-3E 2019-02-21
